image_id,question,answer,pred,label
165664_051,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking straight at the screen,0.0,0.0
164674_189,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
165959_109,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking away,2.0,2.0
165020_006,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
165006_049,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
164451_013,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking straight at the screen,0.0,0.0
164470_011,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking away,2.0,1.0
164507_013,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking away,2.0,2.0
166450_096,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
166060_134,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
169828_105,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
166450_109,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
166450_070,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking away,2.0,2.0
169828_012,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking straight at the screen,0.0,0.0
164458_032,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
166334_204,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
181423_8,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,2.0
167841_036,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking away,2.0,2.0
164836_025,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
165109_026,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
169802_077,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
165959_066,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
169814_012,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
181423_42,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
165009_068,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
164836_021,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
166160_31,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking away,2.0,2.0
166060_027,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
165959_137,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking straight at the screen,0.0,0.0
166020_055,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking away,2.0,2.0
164888_041,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking away,2.0,1.0
165010_023,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
166450_069,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking away,2.0,2.0
165092_035,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
169832_046,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking straight at the screen,0.0,2.0
169829_021,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking away,2.0,2.0
164845_020,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking away,2.0,2.0
166175_8,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking away,2.0,2.0
164756_032,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
169802_075,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
165982_029,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking straight at the screen,0.0,0.0
164503_023,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking straight at the screen,0.0,2.0
164468_046,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
164468_033,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
164845_061,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,Person is looking down at the paper,0.0,1.0
