image_id,question,answer,pred,label
2056010255_frame_0001,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"1. The person is looking straight at the screen.
2. The person is looking down at the paper.
3. The person is looking away.",0.0,0.0
1110032029_frame_0009,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. No, the person is not looking away. Yes, the person is looking down at the paper.",0.0,0.0
3100772036_frame_0007,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. No, the person is not looking down at the paper. No, the person is not looking away from the screen.",0.0,0.0
1100161043_frame_0003,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"1. Yes, the person is looking straight at the screen. 2. No, the person is not looking away. 3. Yes, the person is wearing glasses.",0.0,0.0
3100662046_frame_0003,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. No, the person is not looking away from the screen.",0.0,2.0
2260510142_frame_0008,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The woman in the image is wearing headphones and looking at the screen with a serious expression. She appears to be focused on something on the screen. The woman's clothing appears to be a floral shirt and red headphones. The background appears to be a room with a desk and some computer equipment. The overall impression is that of a woman working on a computer.,0.0,0.0
5221290126_frame_0004,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is looking straight at the screen.,0.0,0.0
1110031048_frame_0005,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. No, the person is not looking down at the paper. Yes, the person is looking away.",0.0,2.0
1110032031_frame_0005,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"The image shows a woman in a gray t-shirt sitting at a desk in a computer room with several monitors, keyboards, and other computer-related equipment. The woman is looking directly at the camera, and the background is a clutter of boxes and other electronic equipment.",0.0,0.0
1100072034_frame_0006,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. No, the person is not looking away. No, the person is not looking down at the paper.",0.0,0.0
1110031021_frame_0007,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. Yes, the person is looking down at the paper. No, the person is not looking away from the screen.",0.0,0.0
1110031049_frame_0002,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen.

No, the person is not looking away.

No, the person is not looking down at the paper.

No, the person is not looking at the screen.",0.0,0.0
1100122031_frame_0008,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is wearing glasses and is looking at the screen. The person is wearing a shirt and pants. The person is sitting in an office with boxes on the desk. The person is using a computer. The person is looking at the computer screen with interest.,0.0,0.0
2000541052_frame_0003,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"No, the person is not looking away from the screen. The person is looking directly at the screen.",0.0,0.0
1100161039_frame_0007,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking down at the paper.",0.0,0.0
3100642032_frame_0004,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. No, the person is not looking away. No, the person is not looking down at the paper.",0.0,2.0
1110032029_frame_0008,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. No, the person is not looking away. No, the person is not wearing headphones.",0.0,0.0
1110032050_frame_0003,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking down at the paper. No, the person is not looking at the screen. Yes, the person is looking straight at the screen. No, the person is not looking away from the screen.",0.0,0.0
3100781064_frame_0001,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"The person in the image is looking at the screen. The person is wearing headphones and looks like they are listening to music or a podcast. There are two computer monitors on the desk in front of the person, and there are other people sitting in chairs in the background. The image appears to be a computer laboratory or an office with many people working.",0.0,0.0
2100561043_frame_0004,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The man is smiling and looking straight at the camera. He is wearing a white shirt and listening to music with headphones on. The walls are decorated with pictures and there is a bookshelf with books on it.,0.0,0.0
1110032029_frame_0007,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"The image shows a woman sitting in front of a desk with a laptop on it, looking directly at the camera. The woman has long hair and a black shirt, and is holding a white pen in her hand. The background is a cluttered office with boxes and papers on the desk. The overall mood of the image is one of seriousness and focus.",0.0,0.0
1100152032_frame_0005,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. No, the person is not looking away. Yes, the person is looking down at the paper. No, the person is not looking down at the paper.",0.0,2.0
1110031011_frame_0010,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"​​The woman in the image is looking straight ahead, not up or down at anything. The image appears to be taken in a computer room, with desks and computers in the background.",0.0,1.0
3100791069_frame_0006,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is looking straight at the screen. The person is not looking away from the screen.,0.0,0.0
1100052001_frame_0008,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is looking straight at the screen and appears to be wearing a blue shirt with a plaid pattern. There are no other objects or clutter visible in the background.,0.0,0.0
3100632019_frame_0008,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"The person is looking at the screen with a neutral expression. The person is wearing a blue shirt, red glasses, and has their hands on a keyboard. The keyboard is in front of the person's face. The person is also wearing a pair of headphones.

The person is in an office environment, with a desk in front of them and a computer monitor on the desk. The person is using the computer for some sort of work or research, as evidenced by the keyboard and the open computer monitor. The person is also wearing glasses and a blue shirt, indicating that they are a professional or student. The overall setup is clean and organized, with minimal clutter around the room. The person appears to be focused on the task at hand.",0.0,0.0
1110031048_frame_0006,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"The person is looking straight at the screen.

The person is wearing a black shirt and is sitting in front of a computer with a white background. The person appears to be Asian.

There is a monitor on the desk in front of the person, which displays a dark image on a light background. The image appears to be a close-up shot of the person's face, with the person looking straight at the screen.

The room is cluttered with boxes, computers, and wires. It appears to be a cluttered office space. The person is wearing headphones, which suggests that they are working or focusing on their work.

The image is a clear and well-lit image with good contrast and color accuracy. The person's face is well-lit and in focus.",0.0,0.0
3100791042_frame_0004,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is looking straight at the screen and the paper appears to be on the table in front of them.,0.0,0.0
2026140254_frame_0004,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The image shows a woman wearing glasses and a floral top looking at the camera with a neutral expression. The background has a mural on the wall. The overall appearance is casual and natural.,0.0,0.0
3100741042_frame_0006,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The man in the image is wearing a red t-shirt and has headphones on. He is looking directly at the camera. He appears to be smiling.,0.0,0.0
1110031042_frame_0007,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"1. The person is looking at the screen.
2. The person is looking down at the paper.
3. The person is looking away from the screen.",0.0,2.0
1110032059_frame_0001,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,1. Yes. 2. Yes. 3. No.,2.0,0.0
1110031056_frame_0002,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is looking straight at the screen.,0.0,0.0
2100611018_frame_0007,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. No, the person is not looking down at the paper. No, the person is not looking away.",0.0,0.0
1110032031_frame_0010,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"The person is looking straight at the screen. The person is wearing a grey t-shirt and black pants. The person's hair is long and straight. The person is sitting at a desk with a computer in front of them. The person looks at the camera. The person is in a modern office with boxes and wires all around. The person's expression is serious and focused.

Is the person in front of a white background?
Is the person standing?
Is the person holding a phone?
Is the person wearing a red shirt?
Is the person wearing a black suit?
Is the person wearing a white shirt?
Is the person wearing a yellow shirt?
Is the person wearing a green shirt?
Is the person wearing a blue shirt?
Is the person wearing a purple shirt?
Is the person wearing a black and white striped shirt?
Is the person wearing a grey and white striped shirt?
Is the person wearing a white and blue striped shirt?
Is the person wearing a pink and white striped shirt?
Is the person wearing a yellow and black striped shirt?
Is the person wearing a black and white striped shirt?
Is the person wearing a grey and pink striped shirt?
Is the person wearing a",0.0,0.0
248510223_frame_0006,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. No, the person is not looking down at the paper. No, the person is not looking away.",0.0,0.0
1110032021_frame_0007,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"The woman in the image is looking straight ahead, with a serious expression on her face. She is wearing a black shirt and black slacks, and is sitting at a desk with two computer monitors on it. There are boxes of files and other items around the desk, and a phone on the desk. The image has a blue sky and a cloudy sky in the background, and the woman's hair is long and black.",0.0,1.0
2100611026_frame_0007,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"The person is looking straight at the screen and there is a window behind them with several pictures hanging on the wall. The person is wearing glasses and has their hair styled in a messy yet stylish way. They are wearing a blue shirt and have their arms crossed in front of them. The background is filled with various pictures, including one of a cat and another of a group of people laughing. The person looks happy and relaxed.",0.0,0.0
1110031042_frame_0003,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"1. Yes, the person is looking straight at the screen. 2. Yes, the person is looking down at the paper. 3. No, the person is not looking away.",1.0,2.0
1100141002_frame_0009,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. Yes, the person is looking down at the paper. No, the person is not looking away.",0.0,0.0
3503610168_frame_0004,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"The woman in the image is wearing headphones and sitting at a desk with a laptop in front of her. She is looking down at something, but it is unclear what it is. The background is a white wall with a window on it.",0.0,0.0
2260510176_frame_0004,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. Yes, the person is looking down at the paper. No, the person is not looking away.",0.0,0.0
1100122006_frame_0010,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. No, the person is not looking away.",0.0,0.0
4000182037_frame_0003,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"The man in the image is wearing a grey shirt and appears to be sitting at a desk with a computer screen in front of him. The image appears to be a screenshot of a web page, with text and images displayed on the screen. The man's facial expression is not visible, but he appears to be looking down or away from the screen.",0.0,0.0
2100611047_frame_0008,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"1. Yes, the person is looking down at the paper. 2. No, the person is not looking away. 3. No, the person is not looking at the screen.",0.0,0.0
1100072038_frame_0003,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"​ ​Yes, the person is looking straight at the screen. The person is wearing a white shirt and has short hair. The person is also wearing glasses. The room has several computers, a printer, and a whiteboard. The person is looking directly at the camera.",0.0,0.0
1110032031_frame_0006,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"1. Yes, the person is looking straight at the screen. 2. No, the person is not looking down at the paper. 3. Yes, the person is looking away.",0.0,2.0
1110032033_frame_0005,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. No, the person is not looking away.

The person is sitting in a chair in an office space, surrounded by cardboard boxes. There is a computer monitor on the desk in front of the person, and a whiteboard on the wall behind the person. The person is wearing a gray t-shirt and has long, curly brown hair. The person's expression is neutral. The background of the image is a cluttered office space.

The person is looking at the computer monitor, with a neutral expression. The person is not looking away from the monitor, but rather is staring at it with a neutral expression. The background of the image is cluttered with cardboard boxes and the whiteboard on the wall behind the person is visible.

The person is looking at the computer monitor with a neutral expression. The person is not looking away from the monitor, but rather is staring at it with a neutral expression. The background of the image is cluttered with cardboard boxes and the whiteboard on the wall behind the person is visible. The person is wearing a gray t-shirt and has long, curly brown hair. The image is of a person sitting in an office space, looking at a computer monitor.",0.0,0.0
3100812007_frame_0002,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is wearing a grey t-shirt and is sitting at a desk with two computer monitors in front of them. They appear to be looking straight at the camera. The person is not wearing headphones.,0.0,0.0
2100572019_frame_0006,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. No, the person is not looking down at the paper. Yes, the person is looking away.",0.0,0.0
2000501010_frame_0003,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is looking straight at the screen. They are not looking down at the paper.,0.0,0.0
3100622037_frame_0005,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"The image shows a man sitting at a desk with headphones on, looking directly at the screen. The man is wearing a blue shirt and has his hand on his chin. The image appears to be a still shot from a video call or a live stream. The background of the image appears to be an office setting with several computer monitors and a whiteboard on the wall. The overall mood of the image is serious.",0.0,2.0
1110031049_frame_0010,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. Yes, the person is looking down at the paper. No, the person is not looking away.",0.0,0.0
2026140225_frame_0002,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"The person in the image is wearing glasses and appears to be holding a cell phone up to their face. They are also looking straight at the camera. It is unclear what they are doing or where they are located.

The image appears to be a still shot of a person in a room, possibly in front of a painting or wall decoration. The person is wearing glasses and has their hand in front of their face. It is unclear what they are doing or where they are located. The image is not sufficient for determining the person's age, gender, or ethnicity.",0.0,0.0
1110032037_frame_0009,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is looking straight at the screen.,0.0,0.0
3100631003_frame_0008,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"The image appears to be a young man wearing headphones, sitting at a desk with a computer in front of him. His face appears to be looking at the computer screen, but it's not clear what he's doing.",0.0,0.0
522129017_frame_0001,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. No, the person is not looking away from the screen. No, the person is not wearing glasses. The person is wearing glasses.",0.0,2.0
1110031014_frame_0003,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"The person is looking straight at the screen, which is displaying a computer monitor with multiple windows open. The person's face is expressionless, and their eyes are wide open, suggesting they are engaged in the task at hand. The person is wearing a black t-shirt with a gray sleeve on the left arm, a black bracelet on the right wrist, and a pair of black earrings on both ears. The person's hair is neatly styled and reaches just below their shoulders, framing their face. The room is well-lit and has multiple computer monitors, desks, and chairs, all of which are empty. The walls are white and have a few decorative art prints and posters. The overall atmosphere is calm and professional.",0.0,2.0
4599990131_frame_0002,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"1. Yes, the person is looking straight at the screen.
2. Yes, the person is looking down at the paper.
3. No, the person is not looking away.",1.0,0.0
3100771047_frame_0007,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"The man is wearing a red shirt and has headphones on his head. He is looking at something on the computer screen in front of him. The image is an illustration of a man sitting at a desk, looking at a computer screen.",0.0,0.0
29042802700_frame_0005,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. No, the person is not looking down at the paper. Yes, the person is looking away from the screen.",0.0,0.0
1110032050_frame_0008,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is looking down at the paper.,0.0,0.0
1110031040_frame_0008,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is looking straight at the screen. The person is wearing a black shirt and has a brown scarf around their neck. There are several boxes and wires on the desk in front of the person. The person appears to be staring at something on the screen.,0.0,0.0
3503610168_frame_0008,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"​​No, the person is not looking away from the screen. The person is looking directly at the screen.",0.0,1.0
2026140239_frame_0008,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is looking straight at the screen.,0.0,0.0
3100701024_frame_0007,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is looking straight at the screen.,0.0,0.0
1110031061_frame_0004,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is looking straight at the screen.,0.0,0.0
1110032060_frame_0002,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. No, the person is not looking down at the paper. No, the person is not looking away.",0.0,2.0
33446301103_frame_0007,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"1. No, the person is not looking away from the screen.

2. Yes, the person is looking straight at the screen.

3. No, the person is not looking down at the paper.

4. Yes, the person is looking away from the screen.",0.0,0.0
1110032047_frame_0006,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is looking straight at the screen.,0.0,0.0
2100562047_frame_0001,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,1. The man is looking straight ahead. 2. The man is looking down at the paper. 3. The man is looking away from the screen.,0.0,0.0
3100811043_frame_0001,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The man in the image is wearing glasses and is looking at the screen with a neutral expression. He is not looking away from the screen.,0.0,0.0
1110031014_frame_0004,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is looking straight at the screen. The person is looking away from the screen. The person is looking down at the paper.,0.0,2.0
3100642022_frame_0007,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is looking straight at the screen with a neutral expression. The person is not looking away from the screen.,0.0,0.0
3100721023_frame_0007,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,1. The man is looking straight at the screen. 2. The man is looking down at the paper. 3. The man is looking away from the screen.,0.0,0.0
29042802530_frame_0006,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is looking straight at the screen.,0.0,0.0
1110032027_frame_0007,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is looking straight at the screen.,0.0,0.0
1100011019_frame_0009,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. No, the person is not looking down at the paper. No, the person is not looking away.",0.0,0.0
29042801230_frame_0005,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is looking straight at the screen.,0.0,0.0
1110031042_frame_0010,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. No, the person is not looking down at the paper. No, the person is not looking away.",0.0,0.0
1100052062_frame_0008,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is looking straight at the screen. They are wearing a blue plaid shirt and a black jacket. The person is sitting in a chair at a desk with a computer and a stack of papers in front of them. There is a bookshelf behind the person with several books on it. There is a window in the background with a view of a cityscape.,0.0,2.0
1813740267_frame_0002,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The image shows a woman wearing a red shirt and looking straight ahead. Her long black hair is styled in loose waves. Her face is neutral and there is no expression on it. The background is white and there is a wooden table and chairs in the foreground.,0.0,0.0
3100741065_frame_0004,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"The person is looking straight at the screen.

{{ end}}",0.0,0.0
248510253_frame_0001,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is looking straight at the screen.,0.0,0.0
3100691007_frame_0001,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"The person is looking straight at the screen.

Is the person wearing glasses?

Yes, the person is wearing glasses.

Is the person wearing a black shirt?

No, the person is not wearing a black shirt.

Is the person wearing a black shirt and listening to music?

No, the person is not wearing a black shirt and listening to music.

Is the person wearing a black shirt, listening to music, and looking at the screen?

No, the person is not wearing a black shirt, listening to music, and looking at the screen.

Is the person wearing a black shirt, listening to music, and sitting at a desk?

No, the person is not wearing a black shirt, listening to music, and sitting at a desk.

Is the person wearing a black shirt, listening to music, and sitting at a desk?

No, the person is not wearing a black shirt, listening to music, and sitting at a desk.

Is the person wearing a black shirt, listening to music, and sitting at a desk?

No, the person is not wearing a black shirt, listening to music, and sitting at a desk.",0.0,0.0
3422270131_frame_0007,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. The person is wearing a red blouse and a black scarf. The person has long, black hair. The person is wearing black and white shoes. The person has a black and white desk in the background.",0.0,0.0
1110032059_frame_0003,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. Yes, the person is looking down at the paper. No, the person is not looking away.",0.0,0.0
1110032059_frame_0009,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. The person is wearing a black shirt and has black hair. The person is sitting in a chair in an office space with various boxes and papers on the desk in front of them. The person is looking at something on the screen, but it's unclear what they're looking at.",0.0,0.0
1110031048_frame_0003,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"The woman is looking straight ahead, with a serious expression on her face. She is wearing a black t-shirt and has a pair of headphones on her ears. The image appears to be in a room with multiple computer monitors, cables, and a few boxes of supplies on the floor. The overall atmosphere of the image is professional and clean.",0.0,0.0
1110031039_frame_0001,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,The person is looking directly at the screen. The person is looking away from the screen. The person is looking down at the paper.,0.0,0.0
3100632002_frame_0003,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen.",0.0,2.0
1110032033_frame_0008,Is the person looking straight at the screen? Is the person looking down at the paper? Is the person looking away?,"Yes, the person is looking straight at the screen. The person is not looking down at the paper.",0.0,0.0
